text,label,source,dataset_type
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,neutral,FinancialPhraseBank,gold_standard
Just went long $ILMN,positive,FinancialPhraseBank,gold_standard
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,neutral,FinancialPhraseBank,gold_standard
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral,FinancialPhraseBank,gold_standard
Johnson Matthey share price slumps as company posts full-year results,negative,FinancialPhraseBank,gold_standard
There have not been previous share subscriptions with 2004 stock options .,neutral,FinancialPhraseBank,gold_standard
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral,FinancialPhraseBank,gold_standard
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",neutral,FinancialPhraseBank,gold_standard
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral,FinancialPhraseBank,gold_standard
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",neutral,FinancialPhraseBank,gold_standard
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,neutral,FinancialPhraseBank,gold_standard
Net sales in 2008 are expected to be on the same level as in 2007 .,neutral,FinancialPhraseBank,gold_standard
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,positive,FinancialPhraseBank,gold_standard
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,FinancialPhraseBank,gold_standard
N-Viro operates processing facilities independently as well as in partnership with municipalities .,neutral,FinancialPhraseBank,gold_standard
The number of bodily injury cases quadrupled in 2000-2006 .,negative,FinancialPhraseBank,gold_standard
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",positive,FinancialPhraseBank,gold_standard
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive,FinancialPhraseBank,gold_standard
And U.S. energy executives say high steel prices are threatening energy exploration .,negative,FinancialPhraseBank,gold_standard
Tesco sales rise shows tentative recovery continues,positive,FinancialPhraseBank,gold_standard
"In Finland , the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days .",neutral,FinancialPhraseBank,gold_standard
$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,positive,FinancialPhraseBank,gold_standard
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",neutral,FinancialPhraseBank,gold_standard
Officials did not disclose the contract value .,neutral,FinancialPhraseBank,gold_standard
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",positive,FinancialPhraseBank,gold_standard
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",neutral,FinancialPhraseBank,gold_standard
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",neutral,FinancialPhraseBank,gold_standard
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,FinancialPhraseBank,gold_standard
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,neutral,FinancialPhraseBank,gold_standard
Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,positive,FinancialPhraseBank,gold_standard
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,negative,FinancialPhraseBank,gold_standard
"$TSLA steaming up again, this stock is relentless at the moment",positive,FinancialPhraseBank,gold_standard
Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,neutral,FinancialPhraseBank,gold_standard
Whitbread share price climbs on Q4 sales growth,positive,FinancialPhraseBank,gold_standard
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral,FinancialPhraseBank,gold_standard
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive,FinancialPhraseBank,gold_standard
"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .",neutral,FinancialPhraseBank,gold_standard
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",negative,FinancialPhraseBank,gold_standard
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",positive,FinancialPhraseBank,gold_standard
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,FinancialPhraseBank,gold_standard
Talentum 's net sales in September were smaller than expected .,negative,FinancialPhraseBank,gold_standard
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,neutral,FinancialPhraseBank,gold_standard
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,negative,FinancialPhraseBank,gold_standard
RBS will reportedly appoint Howard Davies as its next chairman,neutral,FinancialPhraseBank,gold_standard
"Tesco, Asda sales fall as march of the discounters continues-Kantar",negative,FinancialPhraseBank,gold_standard
`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,neutral,FinancialPhraseBank,gold_standard
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral,FinancialPhraseBank,gold_standard
.@barronsonline sees #Apple at $150/share in a year (+36% from today) on growing services business. $AAPL https://t.co/3BDNEKN7l1,positive,FinancialPhraseBank,gold_standard
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral,FinancialPhraseBank,gold_standard
Altogether Finnair has canceled over 500 flights because of the strike .,negative,FinancialPhraseBank,gold_standard
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",neutral,FinancialPhraseBank,gold_standard
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,neutral,FinancialPhraseBank,gold_standard
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral,FinancialPhraseBank,gold_standard
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",neutral,FinancialPhraseBank,gold_standard
$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,positive,FinancialPhraseBank,gold_standard
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",neutral,FinancialPhraseBank,gold_standard
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive,FinancialPhraseBank,gold_standard
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive,FinancialPhraseBank,gold_standard
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",neutral,FinancialPhraseBank,gold_standard
"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",neutral,FinancialPhraseBank,gold_standard
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,positive,FinancialPhraseBank,gold_standard
Slump in Weir leads FTSE down from record high,negative,FinancialPhraseBank,gold_standard
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",neutral,FinancialPhraseBank,gold_standard
"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims",negative,FinancialPhraseBank,gold_standard
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",neutral,FinancialPhraseBank,gold_standard
The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region .,neutral,FinancialPhraseBank,gold_standard
However short-term rentals are becoming more popular .,neutral,FinancialPhraseBank,gold_standard
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,neutral,FinancialPhraseBank,gold_standard
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive,FinancialPhraseBank,gold_standard
"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",neutral,FinancialPhraseBank,gold_standard
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",positive,FinancialPhraseBank,gold_standard
$FB turns back down in early trading.... https://t.co/reuf5PzhBm,negative,FinancialPhraseBank,gold_standard
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral,FinancialPhraseBank,gold_standard
